ID,Gender,Age,UnemployedStatus,YearsOfEmployed,OccupationType,IncomeType,Income,EducationLevel,Dwelling,OwnCar,OwnProperty,FamilyStatus,NumOfChildren,NumOfFamilyMember,AccountActivateLength,WorkPhone,Phone,Email,Risk_TargetVariable
5089674,0,35.962408536794044,0,10.012525924556972,High skill tech staff,Working,90000.0,Secondary / secondary special,House / apartment,1,0,Married,2,4,-15,1,1,0,0
5112881,0,59.96563926706229,1,0.0,Other,Pensioner,166500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,-2,0,0,1,0
5095637,0,25.602168422349536,0,1.0130255925857479,Sales staff,Commercial associate,128542.5,Higher education,Rented apartment,0,0,Single / not married,0,1,-26,1,0,1,0
5024635,0,54.54458339322505,0,3.0883591038830365,Other,Working,157500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,-29,0,0,0,0
5095562,0,44.92631607767442,0,5.599019829291498,Managers,Working,540000.0,Secondary / secondary special,House / apartment,0,0,Separated,1,2,-60,1,0,0,0
5067699,1,52.258431042389645,0,12.139879668987042,Managers,Working,450000.0,Higher education,House / apartment,1,1,Married,0,2,-11,0,1,0,0
5148828,0,39.308130899334,0,8.542269861804144,Sales staff,Working,225000.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,-56,1,1,0,0
5139950,0,54.72528525568629,0,8.846177539579868,Other,State servant,121500.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,-36,1,0,0,0
5113403,1,29.670698234734456,0,1.6098893201092423,Sales staff,Commercial associate,450000.0,Higher education,House / apartment,1,1,Single / not married,0,1,-8,0,0,1,0
5048554,1,28.830160783588983,0,5.927568670130119,High skill tech staff,Working,405000.0,Higher education,House / apartment,1,1,Married,1,3,-25,0,0,0,0
5105011,1,46.68405237616104,0,3.9891305091822558,Laborers,Working,216000.0,Secondary / secondary special,Rented apartment,1,1,Married,1,3,-42,0,0,0,0
5100222,0,48.38703053450789,0,18.012690198977392,Other,Commercial associate,157500.0,Higher education,House / apartment,0,1,Married,0,2,-35,0,0,0,0
5135710,0,61.90681533501714,1,0.0,Other,Pensioner,67500.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,-51,0,1,0,0
5053922,1,39.57370787901189,0,2.913133055435772,Drivers,Working,202500.0,Lower secondary,House / apartment,0,0,Civil marriage,1,3,-30,1,1,0,0
5041212,0,63.06768790598027,0,5.842693552913476,Secretaries,Working,180000.0,Higher education,House / apartment,0,1,Widow,0,1,-8,0,0,0,0
5135450,0,27.474896815129675,0,0.4654441911880463,Cleaning staff,Working,225000.0,Secondary / secondary special,With parents,0,1,Married,1,3,-2,0,0,0,0
5136908,1,41.73665441453281,0,7.96183357632258,Managers,Working,360000.0,Secondary / secondary special,House / apartment,0,0,Married,1,3,-14,1,0,1,0
5091529,0,34.06503898095101,0,6.379323326283223,Core staff,Working,211500.0,Higher education,House / apartment,0,1,Married,1,3,-9,0,0,0,0
5088193,0,66.28472863919177,1,0.0,Other,Pensioner,90000.0,Higher education,House / apartment,1,0,Widow,0,1,-49,0,0,0,0
5148866,0,59.93826019699241,1,0.0,Other,Pensioner,126000.0,Higher education,House / apartment,0,1,Married,0,2,-9,0,0,0,0
5125917,0,31.800789886171515,0,8.038494972518258,Sales staff,Working,157500.0,Higher education,House / apartment,0,0,Married,0,2,-22,0,0,0,0
5089856,0,64.46402047954442,1,0.0,Other,Pensioner,202500.0,Secondary / secondary special,House / apartment,0,1,Separated,0,1,-24,0,0,0,0
5053891,0,39.072670896732994,0,0.8268479161105293,Other,State servant,90000.0,Secondary / secondary special,House / apartment,0,1,Separated,0,1,0,0,0,0,0
5112601,0,61.50981881900381,0,35.23686317994209,Managers,Working,103500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,-17,1,1,0,0
5021309,1,46.259676790077826,0,0.6790009377331498,Laborers,Working,270000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,-3,0,0,0,0
5028875,1,33.05201338836526,0,3.893303763937658,Other,Working,126000.0,Secondary / secondary special,With parents,0,0,Civil marriage,3,5,-45,0,0,1,0
5114508,1,27.18741657939588,0,6.362895884241292,Laborers,Working,180000.0,Secondary / secondary special,House / apartment,0,0,Married,2,4,-31,0,0,1,0
5090289,0,55.90806108270532,1,0.0,Other,Pensioner,315000.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,-30,0,1,0,0
5140070,0,45.18094142932435,0,2.847423287268048,Other,Commercial associate,450000.0,Higher education,House / apartment,0,1,Married,0,2,-11,0,0,0,0
5033549,1,35.35185527423561,0,5.048700520886808,Other,Working,157500.0,Secondary / secondary special,House / apartment,1,0,Married,2,4,-25,0,0,0,0
5090617,1,41.621662320239295,0,1.8453493227102542,Drivers,Working,157500.0,Secondary / secondary special,House / apartment,1,1,Married,2,4,-6,0,0,0,0
5033693,0,52.707447791535756,0,3.9672272531263473,Laborers,Working,180000.0,Secondary / secondary special,House / apartment,1,1,Single / not married,0,1,-9,0,0,0,0
5062548,0,33.125936877553954,0,6.042560764423636,Other,Commercial associate,247500.0,Incomplete higher,House / apartment,0,1,Married,3,5,-42,0,0,1,0
5115397,1,46.55810865383957,0,8.944742191831454,Laborers,Working,180000.0,Secondary / secondary special,House / apartment,0,1,Married,2,4,-13,0,0,0,0
5023928,0,32.68239594242181,0,5.171906336201291,Cooking staff,Commercial associate,157500.0,Higher education,Rented apartment,0,1,Married,0,2,-35,0,0,0,0
5126840,0,32.26623407735956,0,3.8741384148887383,Other,Commercial associate,157500.0,Higher education,Rented apartment,0,0,Single / not married,0,1,-22,0,0,0,0
5106041,1,41.63535185527424,0,8.764040329370212,Core staff,Working,270000.0,Secondary / secondary special,House / apartment,1,0,Married,2,4,-17,0,0,0,0
5021208,1,37.29303134219046,0,3.085621196876048,Drivers,Working,225000.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,-26,0,0,0,0
5142501,1,40.698987658884164,0,2.5325639814643695,Other,Working,157500.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,-20,0,0,0,0
5148651,0,42.01592092924564,0,6.792747284338487,Laborers,Commercial associate,202500.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,-28,0,0,0,0
5024887,0,27.24217471953565,0,1.1690862919840928,Sales staff,Working,180000.0,Secondary / secondary special,House / apartment,0,0,Single / not married,1,2,-48,0,0,0,0
5022952,1,50.08453287884077,0,1.4264495506410124,Other,Working,112500.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,-32,1,0,0,0
5008959,0,48.69367611929061,0,4.687296795964325,Laborers,Working,135000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,-15,0,0,0,0
5091931,1,59.467340191790385,1,0.0,Other,Pensioner,135000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,-3,0,1,0,0
5146086,1,38.6647227526917,0,3.2663230593372896,Laborers,Working,148500.0,Secondary / secondary special,Municipal apartment,0,0,Single / not married,0,1,-18,0,0,1,0
5079024,0,61.79182324072363,1,0.0,Other,Pensioner,135000.0,Lower secondary,House / apartment,0,1,Married,0,2,-20,0,0,0,0
5062585,1,27.526917048262455,0,1.5633449009904379,Drivers,Working,180000.0,Secondary / secondary special,House / apartment,0,0,Married,1,3,-18,1,1,1,0
5143487,1,32.676920128407836,0,3.2854884083862093,Drivers,Commercial associate,157500.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,-43,0,0,0,0
5025188,1,39.10826368782384,0,6.001492159318809,Drivers,Working,157500.0,Secondary / secondary special,Municipal apartment,1,1,Single / not married,0,1,-44,0,0,0,0
5035739,0,46.922250285769046,0,22.100385360411234,Core staff,State servant,103500.0,Higher education,House / apartment,1,1,Separated,0,1,-29,1,1,0,0
5023623,0,37.79133041746237,0,8.89545986570566,Sales staff,Commercial associate,180000.0,Incomplete higher,House / apartment,0,0,Married,2,4,-14,0,1,0,0
5022797,0,32.84940826984811,0,4.098646789461796,Managers,Working,202500.0,Higher education,House / apartment,1,1,Widow,0,1,-48,0,0,0,0
5097051,0,36.058235282038645,0,2.0890230463322315,Core staff,Working,81000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,-16,1,0,0,0
5068682,1,32.35932291559717,0,2.6338665407229445,Laborers,Working,148500.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,-1,0,0,0,0
5023988,1,57.86566459270211,0,7.835889854001109,Laborers,Commercial associate,360000.0,Higher education,House / apartment,0,1,Married,0,2,-42,0,0,0,0
5091957,0,42.41291744525897,0,1.3799051315222077,Laborers,Commercial associate,135000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,-17,0,0,0,0
5079007,1,57.07167156067544,0,2.319007234919266,Other,Commercial associate,202500.0,Higher education,Municipal apartment,0,1,Married,0,2,-4,0,0,0,0
5089557,0,31.22856732171092,0,8.427277767510626,Managers,Working,157500.0,Incomplete higher,House / apartment,1,0,Single / not married,0,1,-53,1,0,0,0
5036722,0,67.13621771836519,1,0.0,Other,Pensioner,90000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,-46,0,0,0,0
5010868,1,49.75598403800215,0,1.8563009507382082,Core staff,Pensioner,450000.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,-16,0,1,1,1
5025253,1,63.85072930997899,1,0.0,Other,Pensioner,135000.0,Higher education,House / apartment,0,1,Married,0,2,-41,0,0,0,0
5089235,0,53.01409337631847,0,33.76386921018228,Medicine staff,State servant,270000.0,Secondary / secondary special,House / apartment,0,0,Separated,0,1,-37,0,1,1,0
5065675,0,31.5187854644517,0,12.89827990992286,Other,Working,135000.0,Secondary / secondary special,House / apartment,0,0,Single / not married,0,1,-5,0,0,0,0
5105967,0,27.192892393409856,0,1.8289218806683232,Accountants,Commercial associate,225000.0,Higher education,With parents,1,0,Civil marriage,1,3,-53,0,1,1,0
5126370,0,37.14244645680609,0,5.202023313278165,High skill tech staff,Working,135000.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,-24,1,0,0,0
5061237,0,59.90814321991554,1,0.0,Other,Pensioner,180000.0,Higher education,House / apartment,0,1,Married,0,2,-49,0,0,0,0
5100214,1,39.817381602633866,0,5.763294249710809,Drivers,Commercial associate,121500.0,Higher education,House / apartment,1,1,Married,0,2,-37,0,0,0,0
5090632,0,33.421630834308715,0,5.196547499264187,Sales staff,Commercial associate,292500.0,Incomplete higher,House / apartment,1,1,Married,0,2,-21,0,0,1,0
5089658,0,44.841440960457774,0,1.0130255925857479,Core staff,Commercial associate,99000.0,Secondary / secondary special,House / apartment,0,0,Single / not married,0,1,-41,1,0,0,0
5028945,1,41.37251278260334,0,16.060562502994586,Other,Commercial associate,189000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,-8,0,0,0,0
5021681,1,51.32206684599957,0,10.001574296529018,Cleaning staff,Commercial associate,202500.0,Secondary / secondary special,House / apartment,0,1,Separated,0,1,-41,0,0,0,0
5053383,1,35.87205760556343,0,2.6338665407229445,Drivers,Working,247500.0,Incomplete higher,House / apartment,1,1,Married,2,4,-24,0,0,0,0
5033853,0,48.814144027598104,0,0.30116977076873586,High skill tech staff,Working,90000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,-24,0,0,0,0
5116039,0,44.5265816546541,0,0.8597028001943914,High skill tech staff,Commercial associate,225000.0,Higher education,House / apartment,1,1,Married,0,2,-14,0,1,0,0
5149162,1,29.985557540538135,0,9.793493363997891,Laborers,Working,247500.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,-56,1,0,0,0
5132777,1,33.99932921278329,0,0.6187669835794027,Laborers,Commercial associate,135000.0,Secondary / secondary special,House / apartment,0,1,Married,2,4,-33,1,1,0,0
5117695,0,62.04644859237356,0,11.515636871393664,Other,State servant,265500.0,Secondary / secondary special,House / apartment,0,0,Separated,0,1,-60,0,0,0,0
5092031,0,40.731842542968025,0,13.9605878286344,Medicine staff,Working,360000.0,Secondary / secondary special,House / apartment,0,1,Separated,2,3,-6,0,0,0,0
5037116,1,34.404539449817584,0,9.26507731164911,Core staff,Commercial associate,270000.0,Higher education,House / apartment,1,0,Married,2,4,-23,0,1,0,0
5117417,0,44.39516211831865,0,9.766114293928007,Sales staff,Working,112500.0,Secondary / secondary special,House / apartment,1,0,Married,0,2,-10,0,0,0,0
5023705,0,48.551304954927204,0,15.392513193289389,Laborers,Working,180000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,-52,0,1,0,0
5045588,0,40.975516266590006,0,0.4654441911880463,Other,Working,153000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,-41,0,0,0,0
5114481,0,62.235364175855764,1,0.0,Other,Pensioner,90000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,-38,0,0,0,0
5029512,0,49.44933845321943,0,2.379241189073013,Other,Commercial associate,112500.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,-16,0,0,0,0
5050735,0,32.0663668658494,0,13.202187587698583,HR staff,Commercial associate,135000.0,Higher education,House / apartment,0,0,Separated,0,1,-49,0,1,1,0
5096397,0,38.807093917055106,0,3.846759344818853,Core staff,Working,112500.0,Secondary / secondary special,Municipal apartment,0,0,Civil marriage,0,2,-3,1,0,0,0
5022955,1,50.08453287884077,0,1.4264495506410124,Other,Working,112500.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,-11,1,0,0,0
5137173,0,55.14692293476252,0,10.294530346276789,Sales staff,Working,225000.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,-25,1,1,0,0
5118275,0,58.489907390295485,1,0.0,Other,Pensioner,112500.0,Secondary / secondary special,Municipal apartment,0,0,Married,0,2,-56,0,0,0,1
5099747,0,27.68571565466779,0,8.679165212153569,Laborers,Working,135000.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,-10,1,1,0,0
5118125,1,30.237444985181078,0,6.929642634687912,Other,Working,180000.0,Secondary / secondary special,House / apartment,1,0,Married,0,2,-24,0,0,0,0
5126259,0,33.9965913057763,0,6.201359370828969,Sales staff,Commercial associate,72000.0,Secondary / secondary special,House / apartment,0,0,Married,2,4,-44,1,0,0,0
5010243,1,55.15513665578349,0,2.8556370082890132,Laborers,Working,225000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,-33,0,0,0,0
5099977,0,27.97593379740857,0,4.763958192160003,Security staff,Working,180000.0,Secondary / secondary special,House / apartment,0,0,Civil marriage,0,2,-6,0,1,0,0
5023642,1,40.45531393526219,0,6.056250299458579,Drivers,Working,225000.0,Secondary / secondary special,House / apartment,1,0,Married,2,4,-9,0,0,0,1
5028385,1,31.05881708727763,0,9.059734286124971,Core staff,Working,337500.0,Secondary / secondary special,With parents,1,0,Single / not married,0,1,-51,0,0,0,0
5029151,0,48.80319239957015,0,23.02579792877335,Laborers,Working,90000.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,-39,1,1,0,0
5010599,0,32.48252873091165,0,12.356174322539134,Drivers,Working,90000.0,Higher education,House / apartment,0,1,Married,2,4,-6,0,0,0,0
5149697,0,38.17463739844076,0,17.541770193775367,Core staff,Working,157500.0,Incomplete higher,With parents,0,0,Married,0,2,-30,0,0,0,0
5135783,0,65.28265467463397,0,5.878286344004326,Accountants,Working,126000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,-60,0,1,0,0
5145888,0,60.72403950799811,1,0.0,Other,Pensioner,72000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,-29,0,0,0,0
5045539,1,29.944488935433306,0,4.213638883755313,High skill tech staff,State servant,225000.0,Higher education,With parents,1,0,Married,2,4,-49,0,0,0,0
5042016,1,28.408523104512756,0,0.34497628288055193,Drivers,Working,180000.0,Secondary / secondary special,House / apartment,1,0,Married,0,2,-13,0,1,0,0
5029789,0,58.08469715326119,0,2.212228861646714,Medicine staff,State servant,112500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,-54,0,0,0,0
5046003,0,41.175383478100166,0,9.128181961299685,Private service staff,Working,225000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,1,2,-16,0,1,0,0
5125487,1,34.995927363327105,0,2.951463753533611,Laborers,Working,135000.0,Higher education,House / apartment,1,0,Married,1,3,-46,0,0,0,0
5066888,1,39.08088461775396,0,8.430015674517614,Other,Working,85500.0,Secondary / secondary special,House / apartment,1,1,Married,2,4,-7,0,0,0,0
5061531,0,38.74685996290136,0,12.794239443657297,Other,Working,202500.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,-25,0,0,0,0
5021522,0,52.76220593167553,0,13.248732006817388,Core staff,Working,202500.0,Higher education,House / apartment,0,0,Married,0,2,-53,0,0,1,0
5105814,0,55.075737352580816,1,0.0,Other,Pensioner,202500.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,-9,0,1,0,0
5054041,0,39.124691129865774,0,3.5811823651409678,Cooking staff,Working,81000.0,Secondary / secondary special,House / apartment,0,0,Married,1,3,-60,0,1,0,0
5096185,0,40.28830160783589,0,7.266405196547499,Security staff,Working,153000.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,-17,1,0,0,0
5044621,0,27.734997980793583,0,4.520284468538026,Accountants,Commercial associate,135000.0,Higher education,House / apartment,1,0,Single / not married,1,2,-37,0,0,0,0
5137533,1,40.66887068180729,0,9.631956850585569,Drivers,Working,135000.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,-29,1,0,0,0
5089753,1,48.94282565692656,0,14.343894809612792,Laborers,Working,99000.0,Secondary / secondary special,House / apartment,0,0,Single / not married,1,2,-1,0,0,0,0
5090707,0,33.26830804191736,0,0.5092507032998624,Accountants,Working,270000.0,Higher education,House / apartment,1,1,Single / not married,0,1,-18,0,0,1,0
5137454,1,51.004469633188904,1,0.0,Other,Pensioner,135000.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,-45,0,0,0,0
5091369,1,42.070679069385406,0,3.466190270847451,Drivers,Working,247500.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,-38,1,1,0,0
5149450,1,33.36687269416894,0,7.124034032184097,Laborers,Working,238500.0,Higher education,With parents,1,1,Married,0,2,-4,0,0,0,0
5062697,0,39.72703067140324,0,10.417736161591272,Core staff,Working,157500.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,-29,0,0,0,0
5091244,0,44.570388166765916,0,4.046626556329014,Medicine staff,Working,112500.0,Secondary / secondary special,House / apartment,1,0,Married,0,2,-42,0,0,0,0
5024692,1,42.60730884275515,0,21.421384422678084,Laborers,Working,135000.0,Secondary / secondary special,With parents,0,1,Married,0,2,-53,0,1,0,0
5029665,0,50.38022683559553,0,5.883762158018302,Laborers,Working,67500.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,-36,0,0,0,0
5038794,0,62.26548115293264,1,0.0,Other,Pensioner,157500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,-8,0,0,0,0
5036408,0,37.47099529764471,0,3.4388112007775655,Cooking staff,Working,112500.0,Secondary / secondary special,House / apartment,1,1,Civil marriage,0,2,-2,0,0,0,0
5089005,0,53.819038036373094,0,7.59495403738612,Other,Working,99000.0,Secondary / secondary special,House / apartment,1,0,Married,0,2,-18,0,1,0,0
5050766,0,30.089598006803698,0,5.952209833193016,Core staff,Working,337500.0,Secondary / secondary special,House / apartment,0,0,Married,2,4,-8,0,0,0,0
